Card_id,Bname,Address,Phone,Ssn
ID000307,Mildred Allen,"5734 La Follette Point, Dallas, TX",(469) 946-2268,592939926
ID000308,Linda Rogers,"0590 Northport Drive, Dallas, TX",(972) 947-1564,714971208
ID000309,Gary Garrett,"5285 2nd Court, Dallas, TX",(469) 939-2476,949181878
ID000310,Earl Hall,"7755 Park Meadow Way, Dallas, TX",(214) 882-0672,454365067
ID000311,Benjamin Bailey,"72101 Elmside Parkway, Dallas, TX",(214) 896-3364,586204125
ID000312,Angela Graham,"5 High Crossing Crossing, Richardson, TX",(972) 878-1468,853104620
ID000313,Dennis Hunter,"7 2nd Place, Plano, TX",(469) 967-8745,132687899
ID000314,Matthew Stevens,"9603 Hansons Way, Dallas, TX",(469) 861-3808,618212736
ID000315,Annie Freeman,"7466 Gulseth Alley, Dallas, TX",(972) 921-0146,852750048
ID000316,Richard Lawson,"792 Dottie Circle, Dallas, TX",(214) 545-9387,652374979
ID000317,Susan Allen,"6 Morrow Alley, Dallas, TX",(214) 748-0451,953353551
ID000318,Rose Coleman,"26094 Loomis Alley, Dallas, TX",(469) 819-2212,269554900
ID000319,Kathy Elliott,"28 Boyd Pass, Dallas, TX",(469) 996-0439,398575624
ID000320,Teresa Brooks,"57699 Oak Circle, Richardson, TX",(972) 731-4160,769136801
ID000321,Julie Lane,"8261 Magdeline Road, Dallas, TX",(214) 930-8339,781652211
ID000322,Jessica Day,"80 Cascade Junction, Dallas, TX",(214) 947-1788,880145596
ID000323,Billy Cruz,"75 Mosinee Court, Dallas, TX",(214) 797-5929,472473959
ID000324,Martha Mccoy,"74 Claremont Park, Dallas, TX",(214) 915-1572,628104874
ID000325,Frances Long,"0 Schlimgen Alley, Dallas, TX",(214) 951-4800,799418699
ID000326,Carolyn Duncan,"1 Merry Place, Dallas, TX",(214) 279-8556,826574791
ID000327,Ryan Mendoza,"9 Myrtle Way, Dallas, TX",(214) 867-1887,497334483
ID000328,Jerry Oliver,"0 Vera Alley, Dallas, TX",(469) 734-8276,733614241
ID000329,Juan Smith,"3 Dixon Parkway, Dallas, TX",(214) 909-9366,669726189
ID000330,Marilyn White,"769 Mayfield Center, Dallas, TX",(972) 933-0968,867234679
ID000331,Anne Moreno,"60 Raven Pass, Dallas, TX",(214) 886-0662,410608961
ID000332,Ruby Greene,"328 Fallview Center, Richardson, TX",(214) 872-7995,381839299
ID000333,Shawn Rivera,"8 American Hill, Dallas, TX",(972) 528-2505,186538147
ID000334,Tina Hamilton,"24695 Di Loreto Crossing, Dallas, TX",(972) 755-6424,100082010
ID000335,Benjamin Graham,"08 New Castle Avenue, Dallas, TX",(214) 983-4311,166295051
ID000336,Doris Bailey,"5773 Eastlawn Center, Dallas, TX",(469) 801-1479,869236916
ID000337,Jason Washington,"3225 Vera Lane, Richardson, TX",(972) 931-0247,242209101
ID000338,Evelyn Wilson,"9873 Kim Center, Richardson, TX",(469) 901-5209,456040469
ID000339,Steve Cunningham,"5615 Mcbride Park, Dallas, TX",(214) 883-3172,812937575
ID000340,Henry Howard,"9 Lakewood Avenue, Dallas, TX",(214) 848-6192,696314035
ID000341,Timothy Crawford,"39384 Tony Terrace, Dallas, TX",(972) 729-2932,399880576
ID000342,Todd Rose,"8 Mosinee Plaza, Plano, TX",(469) 893-2893,342525404
ID000343,Mary Nelson,"8 Colorado Avenue, Dallas, TX",(214) 241-4452,699259472
ID000344,Jason Watkins,"74155 Welch Terrace, Dallas, TX",(972) 915-1343,188143830
ID000345,Kathy Cole,"8600 Anniversary Pass, Dallas, TX",(214) 993-7915,562735031
ID000346,Albert Reyes,"43 Transport Pass, Dallas, TX",(469) 808-4965,633542851
ID000347,Aaron Harvey,"1807 Prairieview Pass, Dallas, TX",(214) 632-9282,256935132
ID000348,Jack Ward,"5 Susan Plaza, Richardson, TX",(972) 918-4342,973816951
ID000349,Dorothy Spencer,"90651 Bellgrove Junction, Dallas, TX",(972) 892-8862,324711906
ID000350,Lawrence Hunt,"2 Randy Court, Dallas, TX",(972) 962-4743,227595562
ID000351,Beverly Fernandez,"480 Toban Lane, Richardson, TX",(469) 975-3330,931624904
ID000352,Karen Johnston,"3 Coleman Plaza, Dallas, TX",(214) 768-1518,625577457
ID000353,Howard Gonzalez,"7699 Dakota Terrace, Dallas, TX",(214) 905-6019,285704379
ID000354,Dorothy Graham,"9 Mcguire Alley, Richardson, TX",(469) 619-4224,490164375
ID000355,Barbara Anderson,"77 Ronald Regan Park, Richardson, TX",(214) 947-1531,246405583
ID000356,Frances Willis,"61438 Becker Park, Dallas, TX",(469) 900-5979,697566815
ID000357,Martha Arnold,"52279 Hauk Plaza, Dallas, TX",(469) 968-6237,878941305
ID000358,Maria Medina,"6 Gina Crossing, Dallas, TX",(214) 851-3813,721322687
ID000359,Jonathan Fox,"32 Springs Road, Dallas, TX",(972) 916-5884,842655010
ID000360,Carlos Carter,"96207 3rd Park, Dallas, TX",(214) 928-7624,657176421
ID000361,Adam Ferguson,"0 Summerview Court, Dallas, TX",(214) 957-5621,422817045
ID000362,Nicholas Wheeler,"756 Pleasure Circle, Dallas, TX",(469) 973-3255,644090337
ID000363,Raymond Rogers,"16 Monument Parkway, Richardson, TX",(469) 887-9227,903981679
ID000364,Brandon Stevens,"94647 Village Junction, Dallas, TX",(214) 693-6689,847293619
ID000365,Lori Ferguson,"49 Sachtjen Crossing, Dallas, TX",(214) 968-1515,822625312
ID000366,Roy Turner,"61544 Talmadge Drive, Richardson, TX",(469) 927-5678,629419551
ID000367,Martha Warren,"94 Vahlen Hill, Dallas, TX",(972) 776-3863,235798503
ID000368,Ruby Anderson,"0482 Haas Terrace, Dallas, TX",(469) 873-2923,265907820
ID000369,Steven Bailey,"8987 Lawn Park, Dallas, TX",(469) 938-8249,694920573
ID000370,Melissa Perkins,"0039 Hanson Court, Dallas, TX",(972) 995-3027,143302355
ID000371,Ruby Ross,"86591 Roxbury Circle, Dallas, TX",(214) 917-1080,344692006
ID000372,Billy King,"831 Sutherland Point, Plano, TX",(214) 846-6560,566647874
ID000373,Mildred Sanchez,"09 Annamark Circle, Dallas, TX",(469) 877-2424,163658067
ID000374,Linda Duncan,"09159 Charing Cross Way, Dallas, TX",(972) 877-3172,588459557
ID000375,Janice Montgomery,"661 Grasskamp Alley, Dallas, TX",(214) 905-8688,142746194
ID000376,Robin Cox,"0 Gerald Court, Dallas, TX",(972) 722-1586,694583169
ID000377,Carol Howell,"273 Sullivan Lane, Richardson, TX",(214) 831-1374,513110091
ID000378,Doris Welch,"74 Oakridge Alley, Dallas, TX",(469) 983-6603,432497884
ID000379,Debra Kelly,"0 Maywood Street, Dallas, TX",(469) 926-2312,204467713
ID000380,Scott Morales,"823 Sherman Point, Plano, TX",(469) 801-1210,597001738
ID000381,Louise Murphy,"7113 Carpenter Drive, Dallas, TX",(469) 988-1773,221706594
ID000382,Jack Cruz,"55322 Linden Point, Dallas, TX",(469) 896-0110,300485255
ID000383,Teresa Carter,"4757 Kingsford Street, Dallas, TX",(214) 964-1732,823597520
ID000384,Eric Flores,"0 Vera Center, Dallas, TX",(214) 868-2141,526530309
ID000385,Louis Elliott,"02 Jenna Trail, Dallas, TX",(972) 567-4117,996226511
ID000386,Nicholas Evans,"13 Russell Lane, Dallas, TX",(214) 975-3027,688127828
ID000387,Evelyn Bailey,"77832 West Park, Dallas, TX",(972) 978-9540,389899874
ID000388,Arthur Ray,"3079 Donald Point, Dallas, TX",(469) 754-2762,614079273
ID000389,Shawn Burns,"51 Nelson Plaza, Dallas, TX",(469) 978-8065,189818299
ID000390,Henry Wallace,"4139 Spaight Road, Richardson, TX",(972) 524-8949,874300223
ID000391,Kathy Garcia,"3657 Anhalt Trail, Richardson, TX",(469) 867-8069,841428500
ID000392,Kenneth Sanchez,"06600 Utah Crossing, Dallas, TX",(972) 810-0694,933686811
ID000393,Carl Bishop,"01 Goodland Junction, Dallas, TX",(469) 792-3214,124811894
ID000394,Harry Tucker,"8 Waubesa Parkway, Dallas, TX",(214) 925-4392,255450108
ID000395,Christopher Marshall,"34693 Warbler Junction, Plano, TX",(214) 646-3142,694431375
ID000396,Russell Murphy,"9552 Mandrake Center, Dallas, TX",(214) 843-3552,405109736
ID000397,Jessica Carr,"9 Sutteridge Pass, Dallas, TX",(469) 949-9851,752918139
ID000398,Cheryl Moore,"0 2nd Plaza, Dallas, TX",(972) 272-0101,324707021
ID000399,Lori Carroll,"879 Clarendon Alley, Dallas, TX",(469) 989-2206,903052325
ID000400,Frank Martin,"428 Lindbergh Way, Dallas, TX",(972) 802-1808,323483150
ID000401,Joyce Allen,"5911 Troy Pass, Dallas, TX",(469) 935-7570,748297839
ID000402,Philip Gonzalez,"2 Buhler Street, Dallas, TX",(214) 941-2219,203923954
ID000403,Nicole Bell,"69 Manitowish Lane, Dallas, TX",(214) 901-7334,483932540
ID000404,Joseph Perry,"45 Judy Trail, Dallas, TX",(214) 938-2436,235141141
ID000405,Doris Peterson,"56 Oxford Avenue, Dallas, TX",(214) 956-2812,138499901
ID000406,Gregory Marshall,"17 Eastwood Terrace, Dallas, TX",(214) 824-0301,311513288
ID000407,Virginia Kelly,"37408 Morrow Court, Plano, TX",(972) 839-9825,359352008
ID000408,Beverly Hawkins,"0 Hovde Terrace, Dallas, TX",(469) 814-1846,608209205
ID000409,Scott Gonzalez,"623 Westend Way, Dallas, TX",(469) 928-6396,539337584
ID000410,Paul Mcdonald,"334 Orin Avenue, Dallas, TX",(972) 994-1541,407508210
ID000411,Dennis Duncan,"05 Mitchell Hill, Dallas, TX",(469) 906-7817,158214344
ID000412,Mary Ryan,"24029 Nevada Way, Dallas, TX",(469) 827-6766,146557699
ID000413,Victor Smith,"0 Helena Point, Dallas, TX",(214) 828-3216,870931419
ID000414,Ruby Murray,"4920 Westend Court, Dallas, TX",(214) 859-6221,752503597
ID000415,Jean Garza,"91 Havey Plaza, Plano, TX",(972) 738-9037,894844831
ID000416,Andrew Jordan,"38498 Park Meadow Crossing, Dallas, TX",(469) 762-1505,327536005
ID000417,Harry Marshall,"24 Heffernan Crossing, Plano, TX",(972) 927-0592,868790477
ID000418,Wayne Franklin,"35 Continental Alley, Dallas, TX",(214) 741-9000,409039079
ID000419,Lillian Gonzalez,"9922 Arkansas Circle, Plano, TX",(972) 872-9248,653599039
ID000420,Rachel Bishop,"70227 Vernon Way, Dallas, TX",(972) 798-2559,718476143
ID000421,Alan Lynch,"332 Dayton Plaza, Plano, TX",(214) 930-8850,841963890
ID000422,Carlos Ray,"62 Monument Park, Dallas, TX",(469) 942-7494,931944929
ID000423,Frank Taylor,"5 Lien Center, Dallas, TX",(214) 621-5602,720850355
ID000424,Melissa Burton,"5 Springs Lane, Dallas, TX",(469) 567-0603,836238686
ID000425,Anne Nelson,"34365 Kropf Park, Dallas, TX",(972) 904-1974,999282020
ID000426,Amanda Bailey,"29 Continental Point, Dallas, TX",(214) 819-4931,919676865
ID000427,Chris Duncan,"35 Alpine Avenue, Dallas, TX",(214) 940-2965,362099834
ID000428,Elizabeth Gibson,"6602 Namekagon Way, Dallas, TX",(972) 863-7573,762378033
ID000429,Keith Brown,"471 Burning Wood Park, Dallas, TX",(214) 849-4296,424501775
ID000430,Karen Sanchez,"71 Old Gate Point, Dallas, TX",(214) 915-6512,221742881
ID000431,Marilyn Meyer,"3981 Lerdahl Point, Dallas, TX",(972) 956-5459,467351217
ID000432,Harold Little,"81271 Evergreen Lane, Dallas, TX",(469) 888-8096,142418822
ID000433,Henry Dean,"4913 Brentwood Center, Dallas, TX",(469) 950-2072,626749990
ID000434,Joyce Rivera,"3 Johnson Pass, Dallas, TX",(469) 982-3317,468997446
ID000435,Marie Johnson,"6 Graedel Street, Richardson, TX",(972) 701-4623,560851499
ID000436,Aaron Clark,"5169 Bashford Point, Plano, TX",(214) 931-4554,650876068
ID000437,Anne Campbell,"0140 Grover Place, Dallas, TX",(214) 962-1673,262558913
ID000438,Janice Garrett,"439 Prentice Hill, Dallas, TX",(972) 911-1842,691111485
ID000439,Bobby Johnson,"7 Moulton Crossing, Dallas, TX",(469) 948-5326,772978655
ID000440,Fred Welch,"0 Lukken Alley, Dallas, TX",(214) 955-3447,807937008
ID000441,Laura Chapman,"304 Lunder Hill, Richardson, TX",(469) 823-5855,464188734
ID000442,Albert Castillo,"2 Beilfuss Center, Dallas, TX",(214) 705-0297,307702725
ID000443,Julia Oliver,"42421 Farmco Street, Dallas, TX",(972) 780-5174,528917558
ID000444,David Russell,"57840 Laurel Alley, Dallas, TX",(972) 852-7339,408530520
ID000445,Russell Montgomery,"18 Hagan Pass, Dallas, TX",(972) 389-6002,520766004
ID000446,Joe Price,"1 Leroy Park, Dallas, TX",(214) 527-9098,660908261
ID000447,Anthony Harrison,"7123 Bunker Hill Junction, Dallas, TX",(972) 970-2532,799340025
ID000448,Gregory Hudson,"42 Park Meadow Park, Dallas, TX",(972) 883-9738,870496647
ID000449,Michelle Chapman,"29 Rieder Pass, Dallas, TX",(972) 911-7317,707638293
ID000450,Chris Bailey,"8 South Court, Dallas, TX",(214) 935-4761,469391386
ID000451,Kevin Wood,"0 Pierstorff Park, Dallas, TX",(469) 876-1298,553570780
ID000452,Louise Spencer,"4462 Blaine Avenue, Dallas, TX",(214) 877-5122,316436159
ID000453,Ruth Lee,"58 Waubesa Avenue, Dallas, TX",(469) 940-2041,455512609
ID000454,Carolyn Alexander,"634 Judy Pass, Dallas, TX",(214) 882-9567,995349938
ID000455,Barbara Rivera,"93 North Pass, Dallas, TX",(972) 696-7148,149269323
ID000456,Adam Mcdonald,"20734 Beilfuss Park, Dallas, TX",(972) 846-7469,889469650
ID000457,Sara Graham,"4992 Ridgeview Court, Dallas, TX",(469) 586-2569,242321789
ID000458,Henry Spencer,"919 7th Plaza, Dallas, TX",(214) 949-3097,900931217
ID000459,Lillian Austin,"8 Eagle Crest Way, Richardson, TX",(469) 980-2648,669837441
ID000460,Jerry Pierce,"16 Charing Cross Center, Dallas, TX",(469) 546-3297,989791559
ID000461,Emily Ruiz,"1 Claremont Junction, Plano, TX",(214) 961-5149,336447837
ID000462,Lillian Baker,"111 Village Plaza, Richardson, TX",(469) 643-7532,928580480
ID000463,Ruth Butler,"41052 Waubesa Lane, Richardson, TX",(972) 760-5201,186052080
ID000464,Catherine Welch,"666 Kim Crossing, Dallas, TX",(972) 895-2567,922113673
ID000465,Howard Castillo,"4069 Oneill Point, Richardson, TX",(214) 332-8692,209549222
ID000466,Justin Sanders,"2 Mayer Junction, Plano, TX",(214) 883-7551,352509918
ID000467,Ronald Roberts,"25 South Lane, Dallas, TX",(972) 703-1253,651148311
ID000468,Jane Harrison,"8070 Clarendon Parkway, Dallas, TX",(469) 907-0689,724315669
ID000469,Benjamin Grant,"89750 Kenwood Crossing, Dallas, TX",(469) 978-2012,506888490
ID000470,Harry Miller,"721 High Crossing Court, Dallas, TX",(214) 867-9998,581204224
ID000471,Matthew Burke,"735 Toban Park, Plano, TX",(972) 915-3614,878060469
ID000472,Christine Chavez,"560 Atwood Pass, Dallas, TX",(214) 937-6446,246123136
ID000473,Eric Hernandez,"80149 Haas Court, Dallas, TX",(214) 905-1189,938959106
ID000474,Diana Jones,"499 Pearson Junction, Dallas, TX",(469) 838-4299,734248047
ID000475,Janet Rice,"35291 Bunker Hill Way, Dallas, TX",(214) 291-3432,829119179
ID000476,Diane Ruiz,"36 Cambridge Park, Dallas, TX",(469) 888-5191,744910994
ID000477,Theresa Russell,"589 Northwestern Park, Dallas, TX",(214) 851-1236,981131196
ID000478,Wayne Hunt,"9818 Westend Center, Plano, TX",(469) 941-4660,770005747
ID000479,Virginia Gordon,"76 Tony Road, Dallas, TX",(214) 913-8462,842927572
ID000480,Gloria Rice,"9 Golf View Alley, Dallas, TX",(214) 920-9672,737533435
ID000481,Mildred Butler,"67 Westerfield Avenue, Dallas, TX",(469) 283-4838,451562506
ID000482,Debra West,"4799 Melody Parkway, Richardson, TX",(972) 966-6826,368381777
ID000483,Nancy Wheeler,"737 Doe Crossing Trail, Dallas, TX",(972) 898-3947,199369132
ID000484,Lawrence Stone,"8 Darwin Alley, Richardson, TX",(214) 949-9916,931762866
ID000485,Rachel Reyes,"6 Anniversary Alley, Richardson, TX",(972) 939-6714,371288168
ID000486,Amanda Simpson,"15 Dixon Street, Dallas, TX",(972) 740-1910,435694707
ID000487,Lori Carroll,"213 Forest Point, Dallas, TX",(469) 958-8957,235323985
ID000488,Bobby Austin,"62352 Pankratz Road, Richardson, TX",(972) 912-7272,148556625
ID000489,Brenda Carpenter,"6664 Prairie Rose Point, Dallas, TX",(214) 986-1471,253356885
ID000490,Sharon Mason,"33 Moulton Lane, Dallas, TX",(972) 901-1745,817441979
ID000491,Joshua Ross,"4376 Kropf Road, Dallas, TX",(214) 915-4707,639314924
ID000492,Melissa Mccoy,"08770 Moland Lane, Richardson, TX",(469) 926-4571,926531333
ID000493,Bobby Kelly,"79 Burning Wood Pass, Dallas, TX",(214) 860-1350,728549849
ID000494,Jennifer Ortiz,"25989 Mccormick Drive, Dallas, TX",(469) 874-7030,846650817
ID000495,Chris Carter,"50486 Grim Alley, Dallas, TX",(469) 916-1204,810704323
ID000496,Christopher Gonzales,"49163 Moose Point, Dallas, TX",(214) 959-6901,919266378
ID000497,Albert Gibson,"90 Lillian Trail, Dallas, TX",(469) 951-7990,966294430
ID000498,Doris Rose,"1891 Melrose Terrace, Richardson, TX",(972) 849-4915,435999670
ID000499,Marilyn Jordan,"61 Eagle Crest Junction, Richardson, TX",(214) 796-3512,416216778
ID000500,Joe Bowman,"26225 8th Road, Dallas, TX",(972) 882-8221,306680158
ID000501,Denise Price,"46 Knutson Drive, Richardson, TX",(972) 488-9450,840123188
ID000502,Evelyn Edwards,"7867 Nancy Park, Dallas, TX",(972) 209-1095,332410512
ID000503,Kimberly Hernandez,"2 Buell Drive, Dallas, TX",(469) 779-6890,196027403
ID000504,Norma Boyd,"35 Service Court, Dallas, TX",(972) 833-7491,388551450
ID000505,Sharon Ramos,"39 Daystar Hill, Dallas, TX",(214) 898-7050,395167095
ID000506,Rachel Riley,"01017 Jay Plaza, Dallas, TX",(972) 803-8359,541255056
ID000507,Randy Jenkins,"794 Buena Vista Road, Dallas, TX",(469) 894-9345,132588039
ID000508,John Clark,"0708 North Terrace, Dallas, TX",(469) 918-1359,774384043
ID000509,Ruby Hansen,"8756 Wayridge Drive, Dallas, TX",(469) 941-4442,495550985
ID000510,Ashley Peters,"28880 4th Alley, Dallas, TX",(972) 893-4339,739909261
ID000511,Albert Garcia,"0 Maple Terrace, Plano, TX",(972) 931-7094,377638268
ID000512,Clarence Holmes,"291 1st Terrace, Richardson, TX",(214) 952-6641,150302288
ID000513,Julie Parker,"3377 Dahle Street, Dallas, TX",(214) 876-9952,849928312
ID000514,Michael Martinez,"0967 Melrose Avenue, Dallas, TX",(214) 935-8776,953431417
ID000515,William Berry,"9 Hagan Street, Dallas, TX",(214) 885-1966,337868085
ID000516,Gerald Burke,"5175 Florence Center, Dallas, TX",(469) 999-7380,465958833
ID000517,Linda Rodriguez,"2427 Reindahl Park, Dallas, TX",(972) 664-5725,960839340
ID000518,Terry Stephens,"27291 Farragut Court, Dallas, TX",(972) 890-0078,709911641
ID000519,Timothy Hunt,"4219 Westport Hill, Richardson, TX",(214) 950-1960,423064282
ID000520,Richard Cruz,"813 Darwin Avenue, Dallas, TX",(972) 889-2210,622299732
ID000521,Gregory Gomez,"3993 American Circle, Dallas, TX",(972) 867-8273,631128701
ID000522,Louise Garza,"14760 Bobwhite Terrace, Dallas, TX",(469) 893-7918,699590681
ID000523,James Adams,"055 Alpine Way, Richardson, TX",(972) 925-4501,762638070
ID000524,Victor Gardner,"12141 Corscot Junction, Dallas, TX",(972) 962-2925,149421309
ID000525,Ernest Lane,"66226 Nova Way, Plano, TX",(469) 999-6823,531675941
ID000526,Joe Griffin,"205 Fuller Plaza, Dallas, TX",(469) 912-4055,156631943
ID000527,Sean Kelly,"3 Gerald Court, Dallas, TX",(214) 970-9971,664384205
ID000528,Angela Turner,"53 Colorado Pass, Plano, TX",(469) 945-2673,662877945
ID000529,Jerry Howard,"68198 Monterey Parkway, Dallas, TX",(972) 936-3734,678628472
ID000530,Ashley Lopez,"405 Hovde Way, Dallas, TX",(972) 956-4194,216372770
ID000531,Albert Marshall,"933 Claremont Avenue, Dallas, TX",(972) 771-8796,302510303
ID000532,Michelle Williams,"07 Marquette Road, Dallas, TX",(469) 921-7056,194033629
ID000533,Sharon Wells,"23 Twin Pines Parkway, Dallas, TX",(972) 841-5472,303318810
ID000534,Doris Gordon,"358 Pearson Court, Dallas, TX",(469) 945-1043,785254186
ID000535,Patricia Long,"76 Jana Place, Plano, TX",(469) 711-2650,395228160
ID000536,Helen Lee,"65137 Summerview Crossing, Dallas, TX",(469) 656-8757,374216461
ID000537,Kimberly Collins,"9629 Delaware Crossing, Dallas, TX",(469) 789-3606,746771077
ID000538,Mary Dunn,"6848 Sunbrook Parkway, Dallas, TX",(214) 961-2821,376272540
ID000539,Amy Harper,"5863 Boyd Drive, Dallas, TX",(214) 988-3185,756453967
ID000540,Bobby Long,"35 Paget Circle, Plano, TX",(214) 910-1295,873253246
ID000541,Sara Young,"71916 Sherman Point, Plano, TX",(972) 918-2624,447508678
ID000542,Kathy Oliver,"0 Victoria Junction, Dallas, TX",(972) 784-8364,303613106
ID000543,Ruby Ray,"17 Hermina Point, Dallas, TX",(214) 987-1219,693546232
ID000544,Lori Schmidt,"181 Rowland Hill, Dallas, TX",(469) 786-6455,107164727
ID000545,Raymond Fox,"1 Farwell Avenue, Dallas, TX",(214) 986-0132,160602907
ID000546,Nancy Turner,"1 Vermont Alley, Dallas, TX",(214) 984-4444,192573114
ID000547,Gregory Richards,"9 Vidon Street, Dallas, TX",(214) 911-5776,214137727
ID000548,Lawrence Perez,"6441 Derek Junction, Dallas, TX",(972) 932-7049,480372448
ID000549,Thomas Pierce,"73803 Prairieview Alley, Dallas, TX",(214) 837-7005,279032319
ID000550,Steve Larson,"6 Nobel Trail, Dallas, TX",(469) 818-8073,860315301
ID000551,Aaron Coleman,"62 Golden Leaf Crossing, Plano, TX",(972) 965-7245,375320893
ID000552,Joe Daniels,"916 Marcy Way, Richardson, TX",(972) 852-7588,335175061
ID000553,Theresa Porter,"8868 Blaine Pass, Dallas, TX",(214) 841-2263,273163483
ID000554,Kathleen Crawford,"44 Elmside Place, Dallas, TX",(214) 466-2521,690784766
ID000555,Joe Bradley,"90362 Kipling Plaza, Dallas, TX",(214) 934-9993,371489808
ID000556,Paul Jacobs,"512 Tennessee Place, Dallas, TX",(214) 842-8747,957050987
ID000557,Andrew Reid,"7654 Moland Terrace, Dallas, TX",(972) 610-4548,229108054
ID000558,Ralph George,"072 Merchant Trail, Dallas, TX",(972) 917-6796,714898210
ID000559,Jeremy Brown,"2 Old Shore Park, Plano, TX",(469) 982-3476,401335380
ID000560,Nicholas Kennedy,"2067 Jana Parkway, Dallas, TX",(214) 951-6843,953585532
ID000561,Ronald Wells,"37 Prairieview Parkway, Plano, TX",(469) 672-3875,818634715
ID000562,Albert Gilbert,"7169 Scoville Avenue, Dallas, TX",(972) 599-7668,984160277
ID000563,Jason Turner,"208 Summit Park, Dallas, TX",(972) 919-7729,762909837
ID000564,Arthur Spencer,"624 Kropf Terrace, Dallas, TX",(469) 790-4776,229266155
ID000565,Bonnie Ray,"20935 Vahlen Pass, Dallas, TX",(469) 690-0504,673359377
ID000566,Carol Ryan,"43 Sloan Avenue, Dallas, TX",(469) 959-3742,414826319
ID000567,Kevin Little,"244 Tony Center, Dallas, TX",(214) 865-6806,832184025
ID000568,Todd Hall,"3896 Corscot Circle, Dallas, TX",(214) 623-7406,562281756
ID000569,Ralph Hart,"16083 Lillian Crossing, Dallas, TX",(469) 916-1028,243204627
ID000570,Ruby Martin,"6 Merry Trail, Dallas, TX",(469) 781-1733,152911428
ID000571,Julia Kim,"30 Corscot Terrace, Richardson, TX",(972) 826-8872,200924036
ID000572,Lawrence Reyes,"70001 Lunder Pass, Plano, TX",(469) 952-7199,869202424
ID000573,Ronald Rivera,"0 Fuller Trail, Dallas, TX",(469) 977-6988,766566664
ID000574,Kenneth Medina,"652 Melody Avenue, Dallas, TX",(469) 815-2235,966339584
ID000575,Angela Clark,"916 Elka Place, Dallas, TX",(972) 726-9437,761709256
ID000576,Diane Brown,"4221 Petterle Junction, Plano, TX",(972) 633-7951,191210161
ID000577,Jack Ward,"00625 Warner Street, Dallas, TX",(972) 802-4440,597211875
ID000578,Roger Powell,"48387 Corben Junction, Dallas, TX",(214) 803-6520,175990098
ID000579,Rachel Cook,"214 Eastwood Hill, Dallas, TX",(214) 862-3951,541562611
ID000580,Karen Burke,"09242 Victoria Plaza, Dallas, TX",(469) 897-7697,454078145
ID000581,Kimberly Robinson,"26233 Oneill Junction, Dallas, TX",(214) 810-2174,947351972
ID000582,Samuel Bryant,"95 Pearson Pass, Dallas, TX",(972) 509-6994,679656095
ID000583,Russell Berry,"27 Moose Plaza, Plano, TX",(214) 969-7916,522265924
ID000584,Paula Frazier,"713 Havey Court, Dallas, TX",(469) 704-7407,624877517
ID000585,Anna Rice,"9 Lunder Center, Dallas, TX",(469) 960-1948,502800344
ID000586,Diane Stanley,"96 Roth Hill, Richardson, TX",(214) 955-8100,385994195
ID000587,Billy Snyder,"8170 Clarendon Crossing, Dallas, TX",(972) 883-8736,678088971
ID000588,Juan Bailey,"6 Logan Crossing, Plano, TX",(972) 954-9785,850269485
ID000589,Patricia Green,"27001 Mayfield Street, Dallas, TX",(972) 880-1670,119174689
ID000590,Louise Harrison,"4383 Forest Dale Hill, Plano, TX",(972) 591-6825,640578903
ID000591,Scott Cunningham,"1312 Kinsman Terrace, Dallas, TX",(469) 940-8227,915815067
ID000592,Steve White,"57 Vera Lane, Dallas, TX",(972) 573-3704,287082149
ID000593,Brandon Jones,"8845 Blackbird Terrace, Dallas, TX",(214) 982-8588,915626265
ID000594,Rebecca Reed,"012 Sunbrook Place, Plano, TX",(469) 800-1493,622622819
ID000595,Kelly Hawkins,"517 Bay Crossing, Dallas, TX",(972) 839-2019,330901862
ID000596,Kenneth Hudson,"16 Porter Trail, Dallas, TX",(972) 977-7399,159374167
ID000597,Tammy Butler,"0897 Amoth Hill, Dallas, TX",(214) 934-8616,332962350
ID000598,Steven Lane,"0185 Hollow Ridge Street, Dallas, TX",(214) 993-0045,179136812
ID000599,Jean West,"5487 Tomscot Place, Plano, TX",(214) 814-4521,640945337
ID000600,Keith Mason,"1 Norway Maple Park, Richardson, TX",(469) 237-7698,381834152
ID000601,Jose Morales,"36703 Pennsylvania Center, Dallas, TX",(214) 936-8952,480061832
ID000602,Johnny Harris,"816 Ramsey Pass, Dallas, TX",(214) 800-8878,360262573
ID000603,Harold Romero,"864 Clove Plaza, Dallas, TX",(972) 958-7058,271803746
ID000604,Jose Phillips,"726 Farwell Road, Dallas, TX",(469) 922-7795,161602246
ID000605,Tina Nguyen,"7814 Fairview Avenue, Dallas, TX",(214) 858-2813,968213159
ID000606,Michelle Hill,"70 Jana Plaza, Plano, TX",(214) 805-4933,994007169
ID000607,Henry Powell,"1 Arapahoe Plaza, Dallas, TX",(469) 861-9090,164070343
ID000608,Donna Nelson,"4 Homewood Alley, Dallas, TX",(469) 700-9754,491057221
ID000609,Louis Perry,"1655 Heffernan Pass, Dallas, TX",(214) 820-3573,511954134
ID000610,Paul Lee,"41406 Ridge Oak Parkway, Dallas, TX",(972) 810-6175,196784374
ID000611,Diana King,"65113 Saint Paul Court, Dallas, TX",(972) 748-9174,112602094
ID000612,Evelyn Campbell,"68 Mifflin Court, Dallas, TX",(214) 743-4130,376036774
ID000613,Louis Howard,"0 Lyons Park, Dallas, TX",(972) 941-3029,277815111
